,company_name,company_type,company_subtype
445,OSTEO SUPPLY CORP.,B2BC,Dealer
446,ZAPHYRE PROPERTIES LIMITED,B2BC,Residential/Commercial
447,RICHTER GROUP INC.,B2BC,Contractor
448,INTERNATIONAL FOOD BROKER SOCIEDAD ANONIMA,B2BC,Food
449,JUSTIN INVEST LIMITED,B2BC,Financial Services
450,NORTHMAN ENTERPRISES CORP.,B2BC,Contractor
451,DUNHAM GROUP INC.,B2BC,Contractor
452,"INPROSEC Ingeniería de Proyectos de Señalización, Eléctricos y civiles Sociedad Anonima",PUB,Community Association
453,INVERSIONES GELUK SOCIEDAD ANONIMA,PUB,Community Association
454,TEAKWOOD ASSETS LIMITED,B2BC,Residential/Commercial
455,S.R.K. KAIROS DE AMERICA SOCIEDAD ANONIMA,PUB,Community Association
456,HIGHPORT TRADING INC.,B2B,Wholesale  Dealer
457,ASHFORD RESOURCES INC.,B2BC,Financial Services
458,KARPEX SERVICES S.A.,B2BC,Moving/Transfer Service
459,REPRETERM S.A.,B2BC,Dealer
460,HILLTOWA INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
461,BONFIRE LLP,B2BC,Contractor
462,QUAITRIDGE ASSETS CORP.,B2BC,Financial Services
463,BLESTON GLOBAL S.A.,B2B,Wholesale  Dealer
464,ORDINO HOLDINGS MANAGEMENT INC.,B2BC,Residential/Commercial
465,WINDOME PROPERTY S.A.,B2BC,Contractor
466,BENDIS FOUNDATION,PUB,Community Association
467,GIGI ENTERPRISES & INVESTMENTS LIMITED,B2BC,Residential/Commercial
468,J.V. PROPERTIES LTD.,B2BC,Residential/Commercial
469,FIRST PACIFIC COMPANY LIMITED,B2BC,Contractor
470,First Pacific Holdings (Bermuda) Limited,B2BC,Residential/Commercial
471,FIRST PACIFIC BANCSHARES HOLDINGS LIMITED,B2BC,Food
472,BEA Pacific Holding Company Limited,B2BC,Residential/Commercial
473,FPMF LIMITED,B2BC,Contractor
474,Tech Pacific International Limited,B2B,Wholesale  Dealer
475,First Pacific Consumer Products Limited,B2B,Wholesale  Dealer
476,Pacific Global Limited,B2B,Wholesale  Dealer
477,Emerald Re Ltd,B2BC,Contractor
478,Chicago Alpha Limited,B2BC,Contractor
479,THE NEW SLOPPY CORNER,B2BC,Food
480,COMPRA Y VENTA LA MEJOR N.V.,B2BC,Food
481,FAVEL INTERNATIONAL A.V.V.,B2B,Wholesale  Dealer
482,"STICHTING ""FUNDACION INTERNACIONAL PA RECREACION Y ARTE (FIRA)",PUB,Community Association
483,CAS DI REGALO,B2BC,Food
484,STICHTING COMMISION DI MAJORNAN DI REINA BEATRIX SCHOOL,B2BC,Instruction
485,BAZAR VENUS,B2BC,Dealer
486,STRUCTURAL STEEL SOLUTIONS (ARUBA) FREE ZONE N.V.,B2BC,Contractor
487,BABYLUZ ROADCAFE,B2BC,Dealer
488,PILATOS FASHION,B2BC,Dealer
489,BABYLUZ ROADCAFE,B2BC,Dealer
490,SKY SATELLITES,B2BC,Dealer
491,SKY FONDA ENTERPRISES N.V. - BABYLUZ ROADCAFE,B2BC,Dealer
492,SHOE EXPRESS SHOP & SERVICES N.V. - SHOE EXPRESS SHOP & SERVICES N.V.,B2BC,Dealer
493,VARIEDAD CHELO,B2BC,Food
494,J.E.P. CONSTRUCTION & SERVICE,B2BC,Contractor
495,VELPA N.V.,B2BC,Food
496,"ST. VOOR CULT.,ARTISTIEK EN PEDAG.ONDERZ.VOOR HET CARAIB.GEBIED EN LATIJNS AMER.",B2BC,Entertainment Services
497,BERNAL SERVICES,B2BC,Contractor
498,AGROCARIBE CONSTRUCTION N.V.,B2BC,Contractor
499,ICG VENTURES N.V.,B2BC,Contractor
500,SAMA CORPORATION VBA,B2B,Wholesale  Dealer
501,NEW EURO STYLE,B2BC,Dealer
502,ALEBY'S FLOWERSHOP,B2BC,Dealer
503,MT CARIBBEAN HOLDINGS SRL,B2BC,Residential/Commercial
504,"BRANDON INVESTMENT, CORP",B2BC,Residential/Commercial
505,ORANGE BOX INC.,B2BC,Dealer
506,GRACEKENNEDY MONEY SERVICES CARIBBEAN SRL,B2BC,Financial Services
507,"SAINT ANN HOTELS  INVESTMENTS, INC.",B2BC,Residential/Commercial
508,RISPA TRANSPORTS INC.,B2BC,Moving/Transfer Service
509,MAVA SHIPPING SOLUTIONS LTD.,B2BC,Moving/Transfer Service
510,MACSEA SHIPPING LTD.,B2BC,Moving/Transfer Service
511,ARMINA OVERSEAS LIMITED,B2B,Wholesale  Dealer
512,ZESTER LIMITED,B2BC,Contractor
513,ROCK CREEK CONSULTING CORP.,B2BC,Computer Services
514,SUNRISE EQUITIES CORP.,B2BC,Dealer
515,RUNSHINE INTERNATIONAL LTD.,B2B,Wholesale  Dealer
516,Stellar Investments Pte Ltd,B2BC,Residential/Commercial
517,"Minorca Financial Investments, Ltd.",B2BC,Residential/Commercial
518,Stamford Trust,B2BC,Residential/Commercial
519,El Symbolo de Lucero Ltd.,B2BC,Dealer
520,EGS ENGINEERING & CONSTRUCTION SERVICES N.V,B2BC,Contractor
521,ARKOOL CONSTRUCTION & CLEANING,B2BC,Contractor
522,PUEBLO VIEJO DOMINICANA CORPORATION,B2BC,Entertainment Services
523,DOMINICANA HOLDINGS INC.,B2BC,Residential/Commercial
524,ALFAROS INC.,B2BC,Contractor
525,GASEM LTD.,B2BC,Contractor
526,The Darwin Trust,B2BC,Residential/Commercial
527,DISTRIWINES LLP,B2BC,Financial Services
528,EASTERN UNION INVESTMENT CORP.,B2BC,Residential/Commercial
529,DAVINIA PROPERTIES S.A.,B2BC,Residential/Commercial
530,CHARLESTON EQUITIES LIMITED,B2BC,Dealer
531,GRUPO A.S.A.P. CORP.,B2BC,Contractor
532,VANDEN CORP.,B2BC,Contractor
533,SANCROFT DEVELOPMENT SOCIEDAD ANONIMA,B2BC,Residential/Commercial
534,Tradi Latin Inc,B2BC,Instruction
535,WORLD OF FLOWERS LTD.,B2BC,Dealer
536,ALPHA FLOWER CORP.,B2BC,Dealer
537,TARI VIEW LIMITED,B2BC,Food
538,HOVA ENTERPRISES LIMITED,B2BC,Contractor
539,"Russian Internet Technology Fund, L.P.",B2BC,Financial Services
540,DISNEY RECREATION,B2BC,Dealer
541,PANADERIA Y REPOSTERIA WILLY PAN,B2BC,Food
542,PANADERIA Y REPOSTERIA WILLY PAN,B2BC,Food
543,LED ARUBA MEDIA & ADVERTISING N.V.,B2BC,Dealer
544,DE VRIEND TECHNICAL SOLUTIONS VBA,B2BC,Contractor
545,DUSHI CHOCOLATE,B2BC,Food
546,MURILLO & RAMIREZ CORPORATION N.V.,B2BC,Contractor
547,TU LUZ,B2BC,Food
548,GOLDBLUE P.L.C.,B2BC,Dealer
549,ALDANA BUSINESS GROUP S.A.,B2BC,Contractor
550,FAIRCENT CORPORATION,B2BC,Financial Services
551,FAIRCENT CORPORATION,B2BC,Financial Services
552,KELSTON INVESTMENT SERVICES INC.,B2BC,Financial Services
553,LUCKY FES CORP.,B2BC,Food
554,INTERNATIONAL FLOWER TRADING INC.,B2BC,Dealer
555,JABAR S.A.,B2BC,Contractor
556,KEYWEST MANAGEMENT S.A.,B2BC,Contractor
557,Servicio de Carnes y Balanceados SCB S.A.,B2BC,Instruction
558,STRATA GROUP CORPORATION,B2BC,Contractor
559,DESLEY SERVICES INC.,B2BC,Contractor
560,GLOBAL PAPER INTERNATIONAL CORPORATION,B2B,Wholesale  Dealer
561,MILART OVERSEAS INCORPORATED,B2B,Wholesale  Dealer
562,SUMMER MANAGEMENT INC.,B2BC,Contractor
563,INVAE CORP,B2BC,Computer Services
564,JAIM DEVELOPMENT CORP.,B2BC,Contractor
565,KANNIC MANAGEMENT LTD.,B2BC,Contractor
566,WESTIN HILLS MERCANTILE S.A.,B2BC,Food
567,VERANERA INC.,B2BC,Dealer
568,SOUTHLAND SECURITIES INC.,B2BC,Financial Services
569,ALVERSON FINANCIAL S.A.,B2BC,Financial Services
570,DAES BUSINESS CORP.,B2BC,Dealer
571,LUMIGO COMPANY INC,B2BC,Dealer
572,LEYTON CONSULTANCY  S.A.,B2BC,Financial Services
573,GEBEKO OVERSEAS LIMITED,B2B,Wholesale  Dealer
574,SUNET MANAGEMENT GROUP S.A.,B2BC,Contractor
575,DALMA TRADING S.A.,B2B,Wholesale  Dealer
576,GLEN STOCKLAND INDUSTRIES INC.,B2BC,Contractor
577,HARFIELD CONSULT LTD.,B2BC,Financial Services
578,KNOXFIELD INC.,B2BC,Contractor
579,GROWING BUSINESS INC.,B2B,Wholesale  Dealer
580,ATHANAZE INVESTMENTS LIMITED,B2BC,Residential/Commercial
581,Kielder Assets Limited,B2BC,Residential/Commercial
582,"NOVATECH INTERNATIONAL, INC.",B2B,Wholesale  Dealer
583,STRATH ASSOCIATES LLP,B2BC,Financial Services
584,MTP Elite Product Marketing Sociedad Anónima,B2BC,Entertainment Services
585,DARMATAL S.A.,B2BC,Contractor
586,AURELINE TRADING INC.,B2B,Wholesale  Dealer
587,SAFE INVESTMENT LIMITED,B2BC,Residential/Commercial
588,Metis Creek Ltd.,B2BC,Residential/Commercial
589,CARY ESTATE INC.,B2BC,Residential/Commercial
590,Abel Corporate Inc.,B2BC,Contractor
591,"Kanti Re, Ltd.",B2BC,Food
592,Araucaria Limited,B2B,Wholesale  Dealer
593,"Baltime, Limited",B2BC,Dealer
594,PUPPY BURGER,B2BC,Food
595,MOLICON (MOLINA CONSTRUCTION AND MAINTENANCE),B2BC,Contractor
596,FRUTERIA Y PESCADERIA SEROE BIENTO,B2BC,Residential/Commercial
597,PESCADERIA SHIRIBANA,B2BC,Dealer
598,LADY SMILE LOTTERY,B2BC,Dealer
599,ESPINOSA CONSTRUCTION,B2BC,Contractor
600,ESPINOSA CONSTRUCTION N.V.,B2BC,Contractor
601,TRICOM INTERNATIONAL,B2B,Wholesale  Dealer
602,HELADERIA Y FRUTERIA DINAY'S,B2BC,Food
603,F.A. KAP SALON,B2C,Health and Beauty
604,HEALTHY KIDS,B2BC,Instruction
605,QUIMACA N.V.,B2BC,Food
606,INTERNATIONAL SHOP IN,B2BC,Dealer
607,INDOEDKO N.V.,B2BC,Dealer
608,BEST HOTELES A.V.V.,B2C,Liquor Establishment
609,VESTRUST LATIN AMERICAN DEBT FUND A.V.V.,B2BC,Financial Services
610,VESTRUST LATIN AMERICAN EQUITY GROWTH FUND A.V.V.,B2BC,Financial Services
611,BANCO CONSOLIDADO (ARUBA) N.V.,B2BC,Financial Services
612,VESTRUST INVESTMENT SERVICES A.V.V.,B2BC,Financial Services
613,RAUL SERVICE CENTER,B2BC,Repair/ Service/Maintenance
614,RPS(ROSESHX PROMOTION & SERVICES),B2BC,Entertainment Services
615,B.M.S(BETTER MERCHANDISING SERVICES),B2BC,Dealer
616,RPS (ROSESHX PROMOTION & SERVICES),B2BC,Entertainment Services
617,RPS (ROSESHX PROMOTION & SERVICES),B2BC,Entertainment Services
618,"RPS CONSTRUCTION, CLEANING & SERVICES VBA - RPS MANPOWER SERVICES",B2BC,Employment Agency
619,AGUA VIVA PASION Y DANZA,B2BC,Food
620,LAKERIDE FINANCE CORP.,B2BC,Financial Services
621,L.A.R.E. CORP.,B2BC,Contractor
622,SARDASCA INTERNATIONAL LTD.,B2B,Wholesale  Dealer
623,Luanera Ltd.,B2B,Wholesale  Dealer
624,CLIPPER MARINE CONSULTANCY LIMITED,B2B,Wholesale  Dealer
625,KARNS INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
626,QILQAX INTERNATIONAL S.A.,B2BC,Referral Services
627,Criystalline Water Corporation,B2BC,Food
628,FUNNY EARTH CORPORATION,B2BC,Studio
629,PRONOIA INVESTMENTS CORP.,B2BC,Residential/Commercial
630,CASH INTERNATIONAL CORPORATION,B2BC,Money Services
631,"AQUA HESEN POOL TECHNOLOGY CO., LTD.",B2BC,Dealer
632,DUNSTER FOUNDATION,PUB,Community Association
633,Fenix Financial (Bermuda) Ltd,B2BC,Financial Services
634,Fenix Financial Ltd.,B2BC,Financial Services
635,Stream International (Bermuda) Ltd.,B2B,Wholesale  Dealer
636,TECOT / PROMASO,B2BC,Dealer
637,C & M FASHION GROUP N.V.,B2BC,Dealer
638,CAMILA'S CALLE GRANDE CORPORATION N.V.,B2BC,Food
639,INVERSIONES SAN ROMAN,B2BC,Food
640,LUCKIA MALTA HOLDING LTD,B2BC,Residential/Commercial
641,LUCKIA ENTERTAINMENT LTD,B2BC,Entertainment Services
642,DUNGROVE INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
643,MANDREL BUSINESS S.A.,B2B,Wholesale  Dealer
644,BIG JOE RACING TEAM FOUNDATION,PUB,Community Association
645,THE LIGHT CONSTRUCTION,B2BC,Contractor
646,LINDLEY SERVICES INC.,B2BC,Contractor
647,NOVATOR INTERNATIONAL HOLDINGS LTD.,B2BC,Residential/Commercial
648,"Commercial Latin America Co., Ltd.",B2B,Wholesale  Dealer
649,LINDLEY SERVICES LTD.,B2BC,Contractor
650,GIOTY'S CONSTRUCTION,B2BC,Contractor
651,GIOTY'S SERVICES,B2B,Janitorial Services
652,MEGECOR N.V.,B2BC,Dealer
653,GELI'S RASPAO,B2BC,Food
654,PLANET CONSULTING S.A.,B2BC,Computer Services
655,OLYMPIC ADVISORS HOLDINGS INC.,B2BC,Financial Services
656,Infinity Capital Co. Inc.,B2BC,Financial Services
657,VORSBACH EXPORT CORP.,B2B,Wholesale  Dealer
658,VORSBACH EXPORT PANAMA INC.,B2B,Wholesale  Dealer
659,CORREA CLEAN AND SHINE,B2B,Janitorial Services
660,DONAYRE GARAGE,B2BC,Auto
661,OTIS ELEVATOR COMPANY,B2BC,Repair/ Service/Maintenance
662,FUNDACION CENTI ARUBA,B2BC,Financial Services
663,WALISH BODY SHOP,B2BC,Dealer
664,"SAINT JOHN 2, LTD.",B2BC,Residential/Commercial
665,BAR RESTAURANTE EL CUCHARON,B2BC,Food
666,LA HERADURA SUPERMARKET N.V.,B2BC,Food
667,HALSTON BUSINESS LIMITED,B2BC,Residential/Commercial
668,Gallego BVI) Limited,B2BC,Contractor
669,Mayacamas International Trust,PUB,Community Association
670,Uddor Meanchey Power Holdings Ltd.,B2BC,Residential/Commercial
671,PROPROJECTS ENTERPRISES N.V.,B2BC,Contractor
672,MARLY SEASHELL HANDICRAFTS,B2BC,Dealer
673,FASHION DREAMS,B2BC,Dealer
674,ROBECHI BOUTIQUE & BEAUTY SALON V.O.F.,B2C,Health and Beauty
675,VIACAO AEREA SAO PAULO S/A-VASP,B2BC,Entertainment Services
676,NICONS,B2BC,Dealer
677,HERA HOLDING MALTA LIMITED,B2BC,Residential/Commercial
678,EDENAIT CONSULTING HOLDING LIMITED,B2BC,Contractor
679,EDENAIT CONSULTING LIMITED,B2BC,Computer Services
680,RASA LAND INVESTORS P.L.C.,B2BC,Residential/Commercial
681,ALL SET HOLDING LIMITED,B2BC,Contractor
682,ALL SET CONSULTING LIMITED,B2BC,Computer Services
683,BREA Energy Ltd,B2BC,Electrical Contractor
684,MKT LTD.,B2BC,Contractor
685,TRANS-PACIFIC CORPORATION,B2BC,Moving/Transfer Service
686,DIMPEX UNLIMITED,B2BC,Dealer
687,WILLOWBROOK TRADING INC,B2B,Wholesale  Dealer
688,EDENGROVE CORP.,B2BC,Residential/Commercial
689,PHIREBE ASSETS INC.,B2BC,Financial Services
690,Titan Consulting Ltd.,B2BC,Computer Services
691,Black Diamonds Enterprise Corp.,B2B,Wholesale  Dealer
692,FASANA CORP.,B2BC,Dealer
693,FRUTERIA LA GRAN COSECHA,B2BC,Food
694,MEYMAR ARUBA OPPORTUNITY SERVICES N.V.,B2BC,Referral Services
695,ARUBIAN GARDEN N.V.,B2BC,Food
696,ARUBA PROJECTS MANAGEMENT GROUP N.V.,B2BC,Contractor
697,BEEP BEEP CAR WASH,B2BC,Auto
698,THE ROCK CONSTRUCTION & EXCAVATION V.O.F.,B2BC,Contractor
699,MELVIS CLEAN VARIETY AND MULTI SERVICES,B2B,Janitorial Services
700,BANCI CORP.,B2BC,Food
701,FULTON ENTERPRISES INC.,B2BC,Contractor
702,RETRATO PARTNERS LIMITED,B2BC,Financial Services
703,GALATI VENTURES S.A.,B2BC,Contractor
704,LINBURY INC.,B2BC,Dealer
705,THE AMERICAN INVESTMENT COMPANY LIMITED,B2BC,Residential/Commercial
706,HAZEL ENTERPRISES GLOBAL LTD.,B2B,Wholesale  Dealer
707,LANIER HOLDINGS INTERNATIONAL S.A.,B2B,Wholesale  Dealer
708,SIRENA MANAGEMENT OVERSEAS CORP.,B2BC,Referral Services
709,WINDROSE PROPERTIES S.A.,B2BC,Contractor
710,WOODCREST GROUP S.A.,B2BC,Contractor
711,SIPAN INVESTMENTS HOLDING INC.,B2BC,Residential/Commercial
712,FOREMAN ASSOCIATES INC.,B2BC,Contractor
713,PENNYSTONE CORP.,B2BC,Dealer
714,"JAZAN, INCOPORATED",B2BC,Dealer
715,DANDLOW INC.,B2BC,Contractor
716,DERECSON CORP.,B2BC,Contractor
717,EASY GROWTH LIMITED,B2BC,Financial Services
718,Inland Trust,PUB,Community Association
719,Momotombo Power Company,B2BC,Dealer
720,ZZZ-GALIGA BUSINESS CORP.,B2BC,Dealer
721,BELIZE INVESTMENTS AND SERVICES INC.,B2BC,Financial Services
722,FUNDACION MINISTERIO EVANGELICO PENTECOSTAL LA SENDA ANTIGUA,PUB,Community Association
723,AG-47,B2BC,Dealer
724,AG-47,B2BC,Dealer
725,AG-47 THE SILVER SHOP N.V. - AG-47,B2BC,Dealer
726,T.T.C. TRADERS TRADING COMPANY A.V.V.,B2B,Wholesale  Dealer
727,THE SILVER MINE AND MORE,B2BC,Dealer
728,COSMOMOBIL ARUBA,B2BC,Dealer
729,WELL WELL SNACKS TAKE AWAY,B2BC,Food
730,MONTE CRISTO CONSTRUCTION & LANDSCAPING,B2BC,Contractor
731,MONTE CRISTO CONSTRUCTION & LANDSCAPING,B2BC,Contractor
732,DUGOUT INTERNATIONAL AVV,B2BC,Dealer
733,YOUTH WITH A MISSION A-B-C- FOUNDATION,PUB,Community Association
734,ESSEMBEE HOLDINGS INC,B2BC,Residential/Commercial
735,CUSHING HOLDING CORP.,B2BC,Residential/Commercial
736,SUNFIELD INVESTMENTS LTD.,B2BC,Residential/Commercial
737,PLATE PRINCESS SHIPPING LIMITED,B2BC,Moving/Transfer Service
738,ONE INVESTMENTS LIMITED,B2BC,Residential/Commercial
739,ARENDT SERVICES S.A.,B2B,Janitorial Services
740,LIGURIA INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
741,PARKLEY INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
742,METPLAST TRADING Inc,B2B,Wholesale  Dealer
743,IMOTEX AGENTS S.A.,B2BC,Security Services
744,VANDER INC.,B2BC,Dealer
745,Bedoya Goyes International Inc.,B2B,Wholesale  Dealer
746,ARGENTINA OUTFITTERS LIMITED,B2BC,Dealer
747,STRONKS TRANSLATIONS N.V.,B2BC,Instruction
748,ALELINA TRADING COMPANY,B2B,Wholesale  Dealer
749,MEJIA LANDSCAPING,B2BC,Landscape Gardener
750,MEDISOFT N.V.,B2BC,Dealer
751,SEGURIDAD TUR DIA,B2C,Health and Beauty
752,SEGURIDAD TUR DIA,B2C,Health and Beauty
753,A.L.C.G. SNACK,B2BC,Food
754,"RED INTERN. DE ORGANIZACIONES NO GUBERNAMENTALES,GRAN FRATERNIDAD UNIVERSAL",PUB,Community Association
755,SLIM BEAUTY CENTER,B2C,Health and Beauty
756,BAR SAYONARA,B2C,Liquor Establishment
757,WWW.8A CONSTRUCTION & MANPOWER SERVICES N.V.,B2BC,Employment Agency
758,NA CARIBBEAN ENTERPRISES VBA - MARIA FERNANDA,B2BC,Residential/Commercial
759,NEWFIELD MANAGEMENT INC.,B2BC,Contractor
760,LOGISTICS TRADING GROUP S.A.,B2B,Wholesale  Dealer
761,BLUE DREAMS REAL ESTATE INVESTMENTS LTD,B2BC,Residential/Commercial
762,BLUE DREAMS REAL ESTATE INVESTMENTS LTD,B2BC,Residential/Commercial
763,"Principal Reinsurance Company, Ltd.",B2BC,Financial Services
764,TISHAN INDUSTRIES A.V.V.,B2BC,Contractor
765,EL AREPAZO,B2BC,Food
766,MADERAS EL PINO,B2BC,Food
767,ARUPAL LANDSCAPING,B2BC,Landscape Gardener
768,FUNDACION CONGREGACION BIBLICA CRISTIANA,PUB,Community Association
769,PALMADER ARUBA,B2BC,Dealer
770,PALMADER ARUBA VBA,B2BC,Dealer
771,MADERA CARIBE,B2BC,Food
772,SOLIDUS INVESTMENTS CORPORATION,B2BC,Residential/Commercial
773,CROZET OVERSEAS LIMITED,B2B,Wholesale  Dealer
774,ERGON HOLDINGS LIMITED,B2BC,Residential/Commercial
775,LOS NOGALES CAPITAL CORP.,B2BC,Financial Services
776,LOS RANCHOS COMPANY S.A.,B2BC,Residential/Commercial
777,TRANS-O CORPORATION,B2BC,Moving/Transfer Service
778,SAN JOSÉ ASSETS CORP.,B2BC,Financial Services
779,LAS PALMAS INVESTMENTS ASSETS CORP.,B2BC,Residential/Commercial
780,PENNYMILL ASSETS CORP.,B2BC,Financial Services
781,HAVENSCROFT ASSETS INC.,B2BC,Financial Services
782,LAURELTON ASSETS INC.,B2BC,Residential/Commercial
783,SPECTER INVESTMENTS SOCIEDAD ANONIMA,B2BC,Residential/Commercial
784,KENDVILLE BUSINESS INC.,B2BC,Dealer
785,NORSTAR ESTATES LTD.,B2BC,Residential/Commercial
786,Diago 3D Corp.,B2BC,Computer Services
787,BLUEBERRY GROUP SERVICES CORP.,B2BC,Contractor
788,ROYGROVE PORTFOLIO S.A.,B2BC,Dealer
789,MS&L TRADE SERVICE SOCIEDAD ANONIMA,PUB,Community Association
790,ZINNIA MANAGEMENT S.A.,B2BC,Contractor
791,SKY WORLD GROUP S.A.,B2B,Wholesale  Dealer
792,CORPORACION CENTAURUS PORTFOLIO S.A.,B2BC,Dealer
793,GRUPO INTERNACIONAL CORAL TEAM S.A.,B2BC,Instruction
794,PETERSHAM RESOURCES CORP.,B2BC,Financial Services
795,EDWALL DEVELOPMENT INC.,B2BC,Contractor
796,Impala Overseas Limited,B2B,Wholesale  Dealer
797,WHEAT AND CORN LTD.,B2BC,Food
798,NZ Holdings Limited,B2BC,Residential/Commercial
799,FIRSTAR FINANCING INC.,B2BC,Financial Services
800,IRCO MANUFACTURING INC.,B2B,Wholesale  Dealer
801,"TRANSGLASS MANUFACTURING, INC.",B2BC,Contractor
802,"TECSICO INDUSTRIES, INC.",B2BC,Contractor
803,Amzak Investments E.S. Ltd.,B2BC,Residential/Commercial
804,CARVAJAL CONSTRUCTION CLEANING & SERVICES,B2B,Janitorial Services
805,CARVAJAL CONSTRUCTION CLEANING SERVICES & REAL ESTATE N.V.,B2B,Janitorial Services
806,VUTIMMI DEVELOPMENT CO. N.V.,B2BC,Contractor
807,OTRABANDA CORPORATION,B2BC,Dealer
808,ITKAHS ENTERPRISES N.V.,B2BC,Contractor
809,CONSULTORES 21 INTERNACIONAL AVV,B2BC,Referral Services
810,FOTO ESTUDIO GUSTAVO,B2BC,Dealer
811,EL ARTE DE LA BELLESA BEAUTY SALON,B2C,Health and Beauty
812,ATENCION MEDICO INMEDIATO Y SPA (AMI Y SPA),B2C,Health and Beauty
813,ROJAMA CONSTRUCCION,B2BC,Dealer
814,MAROS CONSTRUCTION,B2BC,Contractor
815,ROJAMA CONSTRUCTION AND TOOLS RENTAL N.V.,B2BC,Dealer
816,G&R INTEX CARIBE N.V.,B2BC,Food
817,GEMELOS A.V.V.,B2BC,Dealer
818,ROMERO IMPORTACIONES,B2BC,Food
819,INPISKA ARUBA N.V.,B2BC,Entertainment Services
820,FERO'Z GARAGE,B2BC,Auto
821,E.F.E. AUTO SALES GARAGE,B2BC,Auto
822,LATIN CARIBBEAN NIGHTCLUB,B2C,Liquor Establishment
823,FCAM GROUP N.V.,B2BC,Contractor
824,FERLUFLOR SPORT,B2BC,Dealer
825,CONSTRUCCION Y MANTENIMIENTO ZAPATA,B2BC,Food
826,CONSTRUCCION Y MANTENIMIENTO ZAPATA,B2BC,Food
827,CONSTRUCCION MANTENIMIENTO ZAPATA,B2BC,Food
828,EL PAISA RADIATOR SERVICES,B2BC,Auto
829,EL PAISA RADIATOR SERVICES V.B.A.,B2BC,Auto
830,BONTRIPS,B2BC,Travel Agent
831,BAR RESTAURANT AQUI ME QUEDO,B2BC,Food
832,TANKI LEENDERT LOTTERY,B2BC,Dealer
833,TANKI LEENDERT LOTTERY,B2BC,Dealer
834,SPLASH CARWASH,B2BC,Auto
835,DIRKSZ GENERAL CONSTRUCTION,B2BC,Contractor
836,SANTA TRADING,B2B,Wholesale  Dealer
837,VILLAGE MANAGEMENT LTD,B2BC,Real Estate Dealer
838,HAPPY ACRES LIMITED,B2BC,Residential/Commercial
839,INTERNATIONAL INVESTMENTS LTD.,B2BC,Residential/Commercial
840,GLOBAL INVESTMENTS INC.,B2BC,Financial Services
841,FUSS MEDIA LIMITED,B2BC,Studio
842,BOTNER FINANCE INC.,B2BC,Financial Services
843,CORPORACION SAN LUIS LIMITED,B2BC,Residential/Commercial
844,The Annabelu SD Revocable Trust,B2BC,Residential/Commercial
845,Tribeca Fund III Ltd.,B2BC,Financial Services
846,LIENA COMPANY S.A.,B2B,Wholesale  Dealer
847,MICK TRADING S.A.,B2BC,Dealer
848,WILDROSE ASSETS LTD.,B2BC,Residential/Commercial
849,AGL Exploration Limited,B2BC,Contractor
850,KLANG A.V.V.,B2BC,Food
851,BON APETIT CAFE BREAKFAST & LUNCH,B2BC,Food
852,EL-ATTAR HORECA N.V.,B2BC,Dealer
853,AGEM PEST CONTROL,B2BC,Dealer
854,AGRON INTERNATIONAL HOLDING CORP.,B2B,Wholesale  Dealer
855,NOORDZEE INVESTMENTS INC.,B2BC,Residential/Commercial
856,SANFORD GLOBAL INC.,B2B,Wholesale  Dealer
857,"APRICOT, INC.",B2BC,Dealer
858,SIKE INC.,B2BC,Dealer
859,"IMPULSORES INTERNACIONALES, S.A.",B2BC,Entertainment Services
860,"GROUPEMENT d'ACTIVITES FONCIERS. GAF ET CIE, S.A.",PUB,Community Association
861,WARBLER GLOBAL INC.,B2B,Wholesale  Dealer
862,CHOUCAIR CÁRDENAS TESTING S.A.,B2C,Personal Services
863,TAVANA INDUSTRIES INC.,B2BC,Dealer
864,MILLFIELD HOLDINGS INC.,B2BC,Residential/Commercial
865,JORMIN INC.,B2BC,Dealer
866,SWINDALE HOLDINGS CORPORATION,B2BC,Residential/Commercial
867,Contruspec Ltd,B2BC,Dealer
868,CEMARI INVESTMENTS LTD.,B2BC,Residential/Commercial
869,Qualtran Holdings Ltd.,B2BC,Residential/Commercial
870,Telecom Americas Ltd.,B2B,Wholesale  Dealer
871,"OGP IV (Caymans), Ltd.",B2BC,Residential/Commercial
872,Telecom Americas Investments Ltd.,B2BC,Residential/Commercial
873,NORTHERN STAR INVESTMENTS A.V.V.,B2BC,Residential/Commercial
874,POLAR STAR INVESTMENTS A.V.V.,B2BC,Residential/Commercial
875,GR8 ESCAPES HOLDING N.V.,B2BC,Dealer
876,PERU TOURS AND SOUVENIRS,B2BC,Travel Agent
877,ESTONIAN CORPORATION N.V.,B2B,Wholesale  Dealer
878,STICHTING JAPAN KARATE-DO RYOBU-KAI ARUBA,B2BC,Instruction
879,GROWTH N.V.,B2BC,Financial Services
880,J & J BEAUTY DISTRIBUTORS N.V.,B2BC,Dealer
881,SIPSONS N.V.,B2BC,Dealer
882,J & J'S BEAUTY PARLOR,B2C,Health and Beauty
883,ESHA SPORTS ARUBA V.O.F.,B2BC,Dealer
884,"MAPALAPA DELI, MINIMARKET AND SOUVENIRSHOP",B2BC,Food
